user_id,avg_posts_per_day,posting_time_std,engagement_burst_score,followers_following_ratio,avg_comment_length,unique_words_ratio,account_age_days,profile_completeness,night_activity_ratio,label
USER_221,4.580529629519413,4.162529961039156,0.008373647130693307,2.7007178020217744,19.21243257863371,0.6215622652113344,2785,0.7010344026738897,0.17726157689227753,0
USER_437,2.847996448361198,7.477814240659193,0.16800440171826514,1.893612699973351,18.125553264872813,0.6670523260432817,2358,0.8853286918005089,0.2410625330479283,0
USER_440,3.587154984075251,6.455279063696309,0.32166622599355366,3.921800302793672,53.18948114825017,0.5042477893036048,359,0.7130163454649774,0.1310331507969959,0
USER_360,7.609995388680323,3.5579649997862375,0.15911737637163928,0.8843136357322474,45.969407778741015,0.9844721985871456,1199,0.8988898580354348,0.2926581987062705,0
USER_111,4.582047636590525,7.185598139153261,0.3168764779206705,2.9504989609460397,36.43536599420263,0.5529025124282572,1617,0.6910135507745854,0.28914529835645414,0
USER_378,8.200031335873133,5.623678188307161,0.21650804437667126,0.7373477847299783,43.14298938173329,0.6494630750491666,922,0.6196643316620193,0.136344819886607,0
USER_326,1.3818006838620254,4.037704681028517,0.08653311105233082,4.65171690692281,32.778339099505445,0.7647668075112287,1901,0.629298241642956,0.2557316656925619,0
USER_213,7.559752980429522,7.865383989561492,0.14592898808311947,2.592663503994095,31.902203795269187,0.9753723566063359,1905,0.7574727543962452,0.04579744936223512,0
USER_559,2.4354303628722245,3.7840635265840286,0.09562655363001188,1.8403672927559507,50.25596043773324,0.623174123621151,2300,0.9290591708775557,0.1410972143811619,0
BOT_136,127.81859326150492,0.2382497120919677,0.8177335322267906,0.10856373949273918,2.7958820583623063,0.10989738737139623,66,0.43129970097488735,0.7369791915338854,1
USER_511,7.594601273075487,4.04529686853423,0.324064435983881,2.2999235823210586,22.272723126946524,0.9091803206976083,1897,0.8767455632643377,0.2662689215448574,0
BOT_76,165.69055200289188,1.7052630908419637,0.7336116706504157,0.1825725999030739,3.178405142762747,0.053545787906950464,175,0.25216800300302494,0.8753620073968547,1
USER_336,9.396323763127048,7.997788516252193,0.25258351703320825,2.836907116890364,44.33393058620647,0.7758439839032308,251,0.9111510822147508,0.07001888083743808,0
USER_673,4.490434809252381,3.4768046063650178,0.05570162831388159,2.5048301652192255,47.9760074358472,0.9693596509889315,2870,0.6417921267015833,0.17202048776931114,0
USER_638,2.0385517796102564,7.174736028472019,0.2869859962447649,4.9793968081645525,57.513961180570355,0.7789395917889428,640,0.8393224302784075,0.1662509164833,0
USER_599,2.6132793016535265,3.0318952170329534,0.19446946164195322,4.671084029656389,58.94736779273309,0.8544500031257912,2850,0.7042665530248406,0.18134669467753783,0
BOT_280,183.50080127263493,0.9723579368526964,0.7693224389764214,0.28926768111910844,8.360507945575193,0.05576395234434875,108,0.30662905137839164,0.8080679569243004,1
USER_583,9.470087312803061,3.7321812830140804,0.2980858970763338,2.604742771870179,35.161020742931726,0.8309301561075028,2394,0.7968864733149867,0.2632467725194464,0
USER_461,6.379014544324328,6.293306774698834,0.26768761196994667,2.5062149742215727,30.78138910145776,0.5389394945456454,2617,0.9696873739370641,0.15416275043347008,0
USER_19,1.0392694268527818,3.8494050302536764,0.03249185392266907,3.7581313494781456,43.84361379137882,0.7698308944515762,2112,0.707109725841647,0.030225853187872884,0
